Symbol,Long/Short,Entry Date,Average Entry Price,Exit Price,Exit Date,Profit %,Sector,Year,Month,Weekday,Trade Duration
DE,Short,2013-05-08,92.45,88.95,2013-05-15,3.8,Industrials,2013,5,Wednesday,7.0
SWKS,Short,2013-05-08,22.91,21.91,2013-06-07,4.36,Technology,2013,5,Wednesday,30.0
PG,Short,2013-05-09,78.65,76.05,2013-06-06,3.31,Consumer Defensive,2013,5,Thursday,28.0
QQQ,Short,2013-05-14,73.55,72.05,2013-06-05,2.04,Index ETF,2013,5,Tuesday,22.0
FXY,Long,2013-05-17,94.95,98.95,2013-06-03,4.21,Equity / Other,2013,5,Friday,17.0
JPM,Short,2013-05-21,53.2,55.62,2013-05-30,-4.5,Financial Services,2013,5,Tuesday,9.0
CEF,Long,2013-05-21,15.54,16.15,2013-06-11,1.85,Equity / Other,2013,5,Tuesday,21.0
SPG,Short,2013-05-28,77.65,70.95,2013-05-29,3.77,Real Estate,2013,5,Tuesday,1.0
TSLA,Long,2013-05-29,12.6,17.65,2013-05-29,40.0,Consumer Cyclical,2013,5,Wednesday,0.0
IYR,Long,2013-06-03,68.15,65.95,2013-06-12,-3.22,Equity / Other,2013,6,Monday,9.0
O,Long,2013-06-04,43.8,41.1,2013-06-20,-6.16,Real Estate,2013,6,Tuesday,16.0
HMC,Long,2013-06-07,36.35,36.35,2013-06-12,0.0,Consumer Cyclical,2013,6,Friday,5.0
ADM,Short,2013-06-17,33.45,36.2,2013-07-11,-8.2,Consumer Defensive,2013,6,Monday,24.0
SPY,Long,2013-06-21,157.55,161.55,2013-06-27,2.54,Index ETF,2013,6,Friday,6.0
RSOL,Long,2013-06-21,2.15,3.05,2013-06-26,35.0,Equity / Other,2013,6,Friday,5.0
SCCO,Long,2013-06-24,26.98,27.9,2013-07-11,3.41,Basic Materials,2013,6,Monday,17.0
RHT,Short,2013-06-26,46.79,48.48,2013-06-27,-3.8,Equity / Other,2013,6,Wednesday,1.0
SPY,Short,2013-07-08,164.04,170.85,2013-08-02,-4.15,Index ETF,2013,7,Monday,25.0
CVX,Short,2013-07-09,123.3,118.8,2013-08-19,3.65,Energy,2013,7,Tuesday,41.0
USO,Short,2013-07-10,37.26,33.75,2013-11-05,6.29,Commodities,2013,7,Wednesday,118.0
BBBY,Short,2013-07-11,76.35,71.75,2013-09-04,5.95,Equity / Other,2013,7,Thursday,55.0
TSLA,Short,2013-07-15,132.95,119.75,2013-07-16,13.6,Consumer Cyclical,2013,7,Monday,1.0
IWM,Short,2013-07-18,104.15,112.72,2013-11-26,-8.22,Index ETF,2013,7,Thursday,131.0
RENN,Long,2013-07-25,3.33,3.78,2013-08-01,13.5,Equity / Other,2013,7,Thursday,7.0
TSLA,Short,2013-07-30,137.2,176.8,2013-09-19,-28.8,Consumer Cyclical,2013,7,Tuesday,51.0
DD,Short,2013-07-31,58.55,56.5,2013-08-28,3.45,Basic Materials,2013,7,Wednesday,28.0
PEIX,Long,2013-08-05,4.05,4.2,2013-12-04,3.7,Equity / Other,2013,8,Monday,121.0
ORCL,Short,2013-08-06,33.12,32.5,2013-10-08,1.88,Technology,2013,8,Tuesday,63.0
FCX,Short,2013-08-08,30.29,32.83,2013-09-11,-9.18,Basic Materials,2013,8,Thursday,34.0
XOM,Long,2013-08-19,87.35,87.5,2013-09-10,0.02,Energy,2013,8,Monday,22.0
RSOL,Long,2013-08-20,1.79,2.02,2013-09-05,14.44,Equity / Other,2013,8,Tuesday,16.0
BBY,Short,2013-09-04,37.55,38.95,2013-09-17,-3.73,Consumer Cyclical,2013,9,Wednesday,13.0
SCTY,Long,2013-09-04,28.65,31.4,2013-09-05,6.11,Technology,2013,9,Wednesday,1.0
ARO,Long,2013-09-04,7.8,8.31,2013-09-05,6.41,Consumer Cyclical,2013,9,Wednesday,1.0
CMI,Short,2013-09-09,129.85,138.15,2013-10-22,-6.4,Industrials,2013,9,Monday,43.0
MA,Short,2013-09-09,686.25,665.25,2013-10-03,3.0,Financial Services,2013,9,Monday,24.0
VZ,Long,2013-09-10,45.8,48.4,2013-09-17,4.14,Communication Services,2013,9,Tuesday,7.0
AMZN,Short,2013-09-10,300.75,296.75,2013-10-09,1.33,Consumer Cyclical,2013,9,Tuesday,29.0
GDX,Long,2013-09-12,25.6,27.15,2013-09-19,5.02,Equity / Other,2013,9,Thursday,7.0
FB,Short,2013-09-12,45.45,45.1,2013-10-08,2.73,Equity / Other,2013,9,Thursday,26.0
GS,Short,2013-09-16,167.4,159.6,2013-09-27,4.66,Financial Services,2013,9,Monday,11.0
KORS,Short,2013-09-18,75.25,72.4,2013-10-08,3.79,Consumer Cyclical,2013,9,Wednesday,20.0
NDAQ,Short,2013-09-24,32.23,31.8,2013-10-09,1.33,Financial Services,2013,9,Tuesday,15.0
FB,Short,2013-09-24,49.3,47.3,2013-10-08,4.06,Equity / Other,2013,9,Tuesday,14.0
XONE,Long,2013-09-30,43.1,45.5,2013-10-02,5.57,Equity / Other,2013,9,Monday,2.0
XONE,Long,2013-10-03,42.35,46.35,2013-10-07,9.45,Equity / Other,2013,10,Thursday,4.0
ROSG,Long,2013-10-07,3.19,4.14,2014-01-13,29.78,Equity / Other,2013,10,Monday,98.0
KO,Long,2013-10-07,37.07,37.75,2013-10-14,1.88,Consumer Defensive,2013,10,Monday,7.0
AMGN,Long,2013-10-09,106.0,111.8,2013-10-15,3.68,Healthcare,2013,10,Wednesday,6.0
AMZN,Short,2013-10-11,310.35,332.35,2013-10-22,-7.0,Consumer Cyclical,2013,10,Friday,11.0
BBY,Short,2013-10-15,41.12,44.1,2013-11-05,-7.24,Consumer Cyclical,2013,10,Tuesday,21.0
FB,Short,2013-10-15,50.6,49.45,2013-10-29,2.27,Equity / Other,2013,10,Tuesday,14.0
WYNN,Long,2013-10-15,170.1,159.7,2013-11-07,6.12,Consumer Cyclical,2013,10,Tuesday,23.0
JCP,Long,2013-10-21,6.7,8.1,2013-11-01,21.0,Consumer Cyclical,2013,10,Monday,11.0
MA,Short,2013-10-22,720.35,754.15,2013-11-18,-4.62,Financial Services,2013,10,Tuesday,27.0
UNG,Long,2013-10-24,18.36,754.15,2013-11-04,-6.9,Commodities,2013,10,Thursday,11.0
FDX,Short,2013-10-24,131.6,131.6,2014-01-27,0.0,Industrials,2013,10,Thursday,95.0
BA,Short,2013-10-30,130.55,128.55,2014-01-29,1.55,Industrials,2013,10,Wednesday,91.0
NUAN,Long,2013-10-31,15.54,16.0,2013-11-21,3.0,Technology,2013,10,Thursday,21.0
TWGP,Long,2013-11-05,3.6,3.45,2013-12-18,4.17,Equity / Other,2013,11,Tuesday,43.0
SINA,Short,2013-11-06,81.05,74.85,2013-11-08,7.65,Technology,2013,11,Wednesday,2.0
MMM,Short,2013-11-07,127.51,125.31,2013-12-03,1.73,Industrials,2013,11,Thursday,26.0
FXA,Long,2013-11-12,93.02,93.9,2013-11-21,0.88,Equity / Other,2013,11,Tuesday,9.0
PCLN,Short,2013-11-14,1136.0,1111.0,2014-02-03,2.2,Equity / Other,2013,11,Thursday,81.0
CELG,Long,2013-11-15,150.59,166.25,2013-12-06,-10.39,Healthcare,2013,11,Friday,21.0
FB,Long,2013-11-26,45.15,52.05,2013-12-12,9.1,Equity / Other,2013,11,Tuesday,16.0
ADBE,Short,2013-11-29,56.9,54.6,2013-12-05,4.04,Technology,2013,11,Friday,6.0
HAL,Long,2013-12-05,50.5,50.75,2014-01-16,0.5,Energy,2013,12,Thursday,42.0
ECTE,Long,2013-12-05,2.7,3.6,2013-12-11,21.5,Equity / Other,2013,12,Thursday,6.0
NEWL,Long,2013-12-05,1.95,2.3,2013-12-27,17.95,Equity / Other,2013,12,Thursday,22.0
WPRT,Long,2013-12-09,18.9,17.75,2013-12-18,-6.08,Consumer Cyclical,2013,12,Monday,9.0
IBB,Short,2013-12-10,121.75,239.25,2014-03-24,-7.89,Equity / Other,2013,12,Tuesday,104.0
CCXI,Long,2013-12-12,5.19,6.19,2014-01-02,19.27,Financial Services,2013,12,Thursday,21.0
ABIO,Long,2013-12-17,1.53,2.2,2014-01-08,43.4,Equity / Other,2013,12,Tuesday,22.0
TWGP,Long,2013-12-20,2.53,3.25,2013-12-30,28.5,Equity / Other,2013,12,Friday,10.0
TWTR,Short,2013-12-24,67.3,64.8,2013-12-27,3.72,Technology,2013,12,Tuesday,3.0
YHOO,Short,2013-12-27,40.47,38.3,2014-01-24,5.36,Technology,2013,12,Friday,28.0
SINA,Short,2014-01-03,82.72,88.96,2014-01-08,-7.54,Technology,2014,1,Friday,5.0
TWTR,Short,2014-01-03,70.35,58.35,2014-01-08,17.04,Technology,2014,1,Friday,5.0
CORN,Long,2014-01-06,31.0,32.75,2014-02-28,5.65,Equity / Other,2014,1,Monday,53.0
WYNN,Short,2014-01-07,202.8,199.8,2014-01-24,1.5,Consumer Cyclical,2014,1,Tuesday,17.0
FXC,Long,2014-01-09,91.67,92.27,2014-07-29,0.66,Equity / Other,2014,1,Thursday,201.0
AUY,Long,2014-01-09,9.0,9.6,2014-01-14,6.67,Equity / Other,2014,1,Thursday,5.0
VXX,Long,2014-01-13,40.75,43.75,2014-01-24,7.36,Leveraged ETF,2014,1,Monday,11.0
AMZN,Short,2014-01-13,398.35,383.35,2014-01-27,3.77,Consumer Cyclical,2014,1,Monday,14.0
F,Short,2014-01-17,16.64,15.75,2014-01-27,4.39,Consumer Cyclical,2014,1,Friday,10.0
JCP,Long,2014-01-21,6.45,5.1,2014-02-04,-20.9,Consumer Cyclical,2014,1,Tuesday,14.0
ANF,Long,2014-01-27,34.35,36.65,2014-01-28,6.7,Consumer Cyclical,2014,1,Monday,1.0
BBBY,Long,2014-01-27,64.44,67.92,2014-02-26,3.92,Equity / Other,2014,1,Monday,30.0
FCX,Long,2014-01-27,32.35,33.01,2014-02-11,2.05,Basic Materials,2014,1,Monday,15.0
MCP,Long,2014-01-29,4.85,5.17,2014-02-10,6.6,Equity / Other,2014,1,Wednesday,12.0
RIG,Long,2014-01-29,43.7,44.1,2014-02-12,0.95,Energy,2014,1,Wednesday,14.0
TGT,Long,2014-01-31,56.27,56.27,2014-02-21,0.0,Consumer Defensive,2014,1,Friday,21.0
SINA,Long,2014-02-03,64.15,67.15,2014-02-07,4.68,Technology,2014,2,Monday,4.0
PBR,Long,2014-02-04,10.87,11.43,2014-02-07,5.15,Energy,2014,2,Tuesday,3.0
BA,Long,2014-02-05,119.5,124.5,2014-02-07,4.18,Industrials,2014,2,Wednesday,2.0
VXX,Long,2014-02-11,43.85,46.25,2014-03-03,5.47,Leveraged ETF,2014,2,Tuesday,20.0
ADBE,Short,2014-02-11,64.27,61.65,2014-04-04,4.08,Technology,2014,2,Tuesday,52.0
YHOO,Short,2014-02-12,38.45,34.65,2014-04-04,9.36,Technology,2014,2,Wednesday,51.0
MOS,Short,2014-02-12,48.27,47.5,2014-04-11,1.59,Basic Materials,2014,2,Wednesday,58.0
IWM,Short,2014-02-14,114.2,108.85,2014-04-15,4.69,Index ETF,2014,2,Friday,60.0
V,Short,2014-02-14,225.85,203.5,2014-04-07,9.9,Financial Services,2014,2,Friday,52.0
PRGO,Short,2014-02-18,154.1,167.4,2014-03-04,-8.63,Healthcare,2014,2,Tuesday,14.0
AUY,Long,2014-02-24,10.41,9.07,2014-03-24,-12.87,Equity / Other,2014,2,Monday,28.0
FB,Short,2014-02-24,70.15,64.5,2014-03-24,8.05,Equity / Other,2014,2,Monday,28.0
PCLN,Short,2014-02-24,1315.0,1273.0,2014-03-14,3.2,Equity / Other,2014,2,Monday,18.0
GILD,Short,2014-02-27,83.8,76.3,2014-03-14,8.95,Healthcare,2014,2,Thursday,15.0
CGA,Long,2014-03-04,3.0,3.6,2014-09-12,20.0,Equity / Other,2014,3,Tuesday,192.0
DD,Short,2014-03-05,67.35,64.95,2014-06-27,3.56,Basic Materials,2014,3,Wednesday,114.0
SPY,Short,2014-03-05,187.8,186.2,2014-03-18,0.85,Index ETF,2014,3,Wednesday,13.0
PLUG,Long,2014-03-11,5.76,6.36,2014-03-12,10.42,Industrials,2014,3,Tuesday,1.0
JJC,Long,2014-03-11,35.79,36.35,2014-03-19,1.56,Equity / Other,2014,3,Tuesday,8.0
USO,Long,2014-03-12,35.2,35.57,2014-03-18,1.05,Commodities,2014,3,Wednesday,6.0
JO,Short,2014-03-12,40.65,37.65,2014-03-17,7.65,Equity / Other,2014,3,Wednesday,5.0
COG,Long,2014-03-18,33.38,34.45,2014-04-10,1.6,Energy,2014,3,Tuesday,23.0
WDC,Short,2014-03-18,85.6,93.35,2014-04-01,-9.05,Technology,2014,3,Tuesday,14.0
FDX,Short,2014-03-21,136.38,133.92,2014-04-04,1.8,Industrials,2014,3,Friday,14.0
SH,Long,2014-03-21,24.77,25.04,2014-04-17,1.23,Equity / Other,2014,3,Friday,27.0
GLD,Long,2014-03-26,125.35,127.1,2014-04-10,1.4,Commodities,2014,3,Wednesday,15.0
PCLN,Long,2014-03-27,1159.0,1210.0,2014-03-28,4.4,Equity / Other,2014,3,Thursday,1.0
DDD,Short,2014-04-01,59.32,54.65,2014-04-07,7.87,Technology,2014,4,Tuesday,6.0
VXX,Long,2014-04-02,40.85,43.05,2014-04-07,5.39,Leveraged ETF,2014,4,Wednesday,5.0
QCOM,Short,2014-04-03,81.25,76.9,2014-04-24,5.35,Technology,2014,4,Thursday,21.0
NFLX,Long,2014-04-04,337.75,354.15,2014-04-10,4.86,Communication Services,2014,4,Friday,6.0
LNKD,Long,2014-04-07,158.35,175.35,2014-04-09,10.75,Technology,2014,4,Monday,2.0
P,Long,2014-04-07,25.95,28.3,2014-04-08,9.09,Technology,2014,4,Monday,1.0
VXX,Long,2014-04-09,41.15,43.45,2014-04-10,5.56,Leveraged ETF,2014,4,Wednesday,1.0
RIG,Short,2014-04-09,40.89,40.26,2014-04-14,1.52,Energy,2014,4,Wednesday,5.0
WFM,Long,2014-04-14,49.29,49.8,2014-04-29,1.01,Consumer Defensive,2014,4,Monday,15.0
IBB,Long,2014-04-14,211.4,233.4,2014-04-22,10.41,Equity / Other,2014,4,Monday,8.0
NFLX,Long,2014-04-15,318.75,340.75,2014-04-21,6.9,Communication Services,2014,4,Tuesday,6.0
VXX,Long,2014-04-21,41.2,37.15,2014-05-12,-9.83,Leveraged ETF,2014,4,Monday,21.0
CVX,Short,2014-04-21,124.2,122.0,2014-06-03,1.77,Energy,2014,4,Monday,43.0
KO,Short,2014-04-22,40.66,42.4,2014-07-21,-4.28,Consumer Defensive,2014,4,Tuesday,90.0
IYT,Short,2014-04-22,138.3,147.2,2014-06-06,-6.43,Equity / Other,2014,4,Tuesday,45.0
IWM,Short,2014-04-22,115.0,108.7,2014-05-16,5.48,Index ETF,2014,4,Tuesday,24.0
FEYE,Long,2014-04-25,35.95,26.6,2014-05-09,-26.0,Equity / Other,2014,4,Friday,14.0
CRM,Long,2014-04-28,48.58,51.22,2014-05-07,5.43,Technology,2014,4,Monday,9.0
DANG,Long,2014-04-30,10.5,11.55,2014-05-01,10.0,Equity / Other,2014,4,Wednesday,1.0
UNH,Long,2014-05-01,74.91,78.15,2014-05-27,4.16,Healthcare,2014,5,Thursday,26.0
TBT,Long,2014-05-02,62.69,57.77,2014-07-29,-7.85,Equity / Other,2014,5,Friday,88.0
WHR,Short,2014-05-02,152.54,144.54,2014-05-14,5.25,Consumer Cyclical,2014,5,Friday,12.0
GE,Short,2014-05-05,26.29,26.77,2014-05-30,-1.8,Industrials,2014,5,Monday,25.0
QCOM,Short,2014-05-09,79.5,75.95,2014-07-24,4.47,Technology,2014,5,Friday,76.0
BRK.B,Short,2014-05-14,127.85,132.95,2014-08-11,-3.99,Equity / Other,2014,5,Wednesday,89.0
FB,Short,2014-05-16,58.04,64.45,2014-06-13,-10.9,Equity / Other,2014,5,Friday,28.0
TSN,Short,2014-05-16,40.9,38.7,2014-05-22,5.25,Consumer Defensive,2014,5,Friday,6.0
TWTR,Long,2014-05-21,31.35,33.35,2014-05-28,6.37,Technology,2014,5,Wednesday,7.0
VXX,Long,2014-05-23,34.93,29.43,2014-06-18,-15.74,Leveraged ETF,2014,5,Friday,26.0
MA,Long,2014-05-23,73.53,76.95,2014-07-15,4.65,Financial Services,2014,5,Friday,53.0
HDGE,Long,2014-05-27,12.41,11.84,2014-06-27,-4.59,Equity / Other,2014,5,Tuesday,31.0
MMM,Short,2014-05-28,141.7,139.5,2014-08-01,1.55,Industrials,2014,5,Wednesday,65.0
IYT,Short,2014-05-29,1.5,1.9,2014-06-12,26.0,Equity / Other,2014,5,Thursday,14.0
RDY,Long,2014-05-29,38.84,42.2,2014-06-30,8.64,Healthcare,2014,5,Thursday,32.0
NFLX,Short,2014-05-30,420.0,433.45,2014-10-13,-3.2,Communication Services,2014,5,Friday,136.0
DAL,Short,2014-06-04,1.45,2.9,2014-06-12,100.0,Industrials,2014,6,Wednesday,8.0
TJX,Long,2014-06-04,54.45,55.23,2014-06-13,1.43,Consumer Cyclical,2014,6,Wednesday,9.0
BA,Short,2014-06-05,137.05,132.15,2014-06-12,3.57,Industrials,2014,6,Thursday,7.0
INTC,Short,2014-06-06,28.2,30.19,2014-06-20,-7.06,Technology,2014,6,Friday,14.0
CSCO,Short,2014-06-11,25.04,24.82,2014-07-01,0.88,Technology,2014,6,Wednesday,20.0
CLF,Long,2014-06-16,14.0,14.34,2014-06-17,-2.22,Basic Materials,2014,6,Monday,1.0
CVX,Short,2014-06-16,127.9,126.35,2014-08-04,1.21,Energy,2014,6,Monday,49.0
MU,Short,2014-06-17,32.1,31.3,2014-06-23,2.5,Technology,2014,6,Tuesday,6.0
CVX,Long,2014-06-18,1.41,1.59,2014-06-26,12.77,Energy,2014,6,Wednesday,8.0
ORLY,Short,2014-06-20,150.58,146.68,2014-07-23,2.59,Consumer Cyclical,2014,6,Friday,33.0
DIS,Short,2014-06-24,83.05,89.25,2014-08-15,-7.47,Communication Services,2014,6,Tuesday,52.0
CMG,Short,2014-06-27,596.25,674.0,2014-07-28,-13.04,Consumer Cyclical,2014,6,Friday,31.0
IBB,Short,2014-07-02,264.9,253.4,2014-07-08,4.34,Equity / Other,2014,7,Wednesday,6.0
SNDK,Short,2014-07-07,106.8,95.95,2014-07-17,9.97,Technology,2014,7,Monday,10.0
AXP,Long,2014-07-07,95.37,92.0,2014-07-28,-3.53,Financial Services,2014,7,Monday,21.0
USO,Long,2014-07-11,37.38,38.0,2014-07-29,0.83,Commodities,2014,7,Friday,18.0
SMH,Short,2014-07-15,50.77,48.95,2014-10-02,3.59,Equity / Other,2014,7,Tuesday,79.0
HPQ,Long,2014-07-16,0.88,1.18,2014-08-01,34.1,Technology,2014,7,Wednesday,16.0
EWC,Short,2014-07-17,32.45,31.45,2014-08-08,3.08,Equity / Other,2014,7,Thursday,22.0
UNG,Long,2014-07-22,20.85,20.93,2014-08-01,0.33,Commodities,2014,7,Tuesday,10.0
IYT,Short,2014-07-23,151.9,147.6,2014-07-29,2.83,Equity / Other,2014,7,Wednesday,6.0
FXE,Long,2014-07-25,132.5,129.55,2014-08-29,-2.22,Equity / Other,2014,7,Friday,35.0
SINA,Long,2014-07-29,49.25,51.45,2014-08-15,4.47,Technology,2014,7,Tuesday,17.0
CORN,Long,2014-07-30,26.14,23.12,2014-09-23,-11.55,Equity / Other,2014,7,Wednesday,55.0
SPY,Short,2014-07-31,194.42,193.86,2014-08-11,0.55,Index ETF,2014,7,Thursday,11.0
PHO,Long,2014-08-05,24.73,25.98,2014-09-03,5.06,Equity / Other,2014,8,Tuesday,29.0
HIMX,Long,2014-08-06,6.47,7.04,2014-08-07,8.81,Technology,2014,8,Wednesday,1.0
SWN,Long,2014-08-06,40.29,36.53,2014-09-19,-9.33,Equity / Other,2014,8,Wednesday,44.0
SYMC,Short,2014-08-07,24.62,23.49,2014-10-01,4.59,Equity / Other,2014,8,Thursday,55.0
YHOO,Long,2014-08-07,35.7,37.75,2014-08-18,5.74,Technology,2014,8,Thursday,11.0
WFM,Long,2014-08-07,2.5,2.91,2014-08-11,16.4,Consumer Defensive,2014,8,Thursday,4.0
EWG,Long,2014-08-08,28.07,29.01,2014-08-15,3.35,Equity / Other,2014,8,Friday,7.0
S,Long,2014-08-12,5.84,6.36,2014-09-10,8.9,Technology,2014,8,Tuesday,29.0
DNDN,Long,2014-08-13,1.35,1.57,2014-09-15,16.3,Healthcare,2014,8,Wednesday,33.0
VXX,Long,2014-08-15,28.3,30.4,2014-08-15,7.42,Leveraged ETF,2014,8,Friday,0.0
VXX,Long,2014-08-18,27.85,28.42,2014-08-28,2.05,Leveraged ETF,2014,8,Monday,10.0
LUV,Short,2014-08-18,30.57,33.87,2014-09-12,-10.79,Industrials,2014,8,Monday,25.0
TMUS,Long,2014-08-18,28.75,29.98,2014-09-23,4.28,Communication Services,2014,8,Monday,36.0
IYT,Short,2014-08-19,151.0,144.6,2014-10-09,4.24,Equity / Other,2014,8,Tuesday,51.0
FB,Long,2014-08-21,74.62,72.5,2014-10-14,2.84,Equity / Other,2014,8,Thursday,54.0
URBN,Short,2014-08-26,40.0,37.72,2014-10-01,5.7,Consumer Cyclical,2014,8,Tuesday,36.0
IBB,Short,2014-08-26,274.5,262.5,2014-10-10,4.37,Equity / Other,2014,8,Tuesday,45.0
SPY,Short,2014-08-28,200.45,191.45,2014-10-10,4.49,Index ETF,2014,8,Thursday,43.0
NTAP,Short,2014-09-03,42.13,39.62,2014-10-10,5.96,Technology,2014,9,Wednesday,37.0
GS,Short,2014-09-04,181.05,180.85,2014-10-10,0.01,Financial Services,2014,9,Thursday,36.0
X,Short,2014-09-04,40.75,38.3,2014-09-09,6.01,Equity / Other,2014,9,Thursday,5.0
CLF,Long,2014-09-09,13.94,15.25,2014-09-16,9.4,Basic Materials,2014,9,Tuesday,7.0
QQQ,Short,2014-09-09,100.25,94.75,2014-10-10,5.49,Index ETF,2014,9,Tuesday,31.0
GLD,Long,2014-09-11,119.42,119.83,2014-10-15,0.34,Commodities,2014,9,Thursday,34.0
C,Short,2014-09-11,52.13,51.88,2014-10-09,0.48,Financial Services,2014,9,Thursday,28.0
SDRL,Long,2014-09-15,30.41,27.02,2014-09-25,-11.15,Energy,2014,9,Monday,10.0
SGG,Long,2014-09-15,41.67,44.0,2014-10-07,5.59,Equity / Other,2014,9,Monday,22.0
NUS,Long,2014-09-17,41.56,44.56,2014-09-18,7.22,Consumer Defensive,2014,9,Wednesday,1.0
SINA,Long,2014-09-18,45.25,45.5,2014-09-19,0.55,Technology,2014,9,Thursday,1.0
SLW,Long,2014-09-22,20.95,21.3,2014-11-19,1.67,Commodities,2014,9,Monday,58.0
MCP,Long,2014-09-24,0.4,0.62,2014-10-07,56.96,Equity / Other,2014,9,Wednesday,13.0
SWN,Long,2014-09-25,1.0,1.22,2014-09-29,22.0,Equity / Other,2014,9,Thursday,4.0
FXE,Long,2014-09-25,125.5,125.5,2014-10-21,0.0,Equity / Other,2014,9,Thursday,26.0
CVX,Long,2014-09-26,114.0,114.4,2014-10-21,0.35,Energy,2014,9,Friday,25.0
AUY,Long,2014-09-29,6.15,4.6,2014-10-30,-25.2,Equity / Other,2014,9,Monday,31.0
PSX,Long,2014-09-30,81.54,77.63,2014-10-03,-4.8,Energy,2014,9,Tuesday,3.0
BIDU,Short,2014-09-30,219.48,209.48,2014-10-02,4.56,Communication Services,2014,9,Tuesday,2.0
X,Long,2014-10-01,37.95,37.75,2014-10-28,-0.53,Equity / Other,2014,10,Wednesday,27.0
SDRL,Long,2014-10-02,24.5,25.15,2014-10-22,2.65,Energy,2014,10,Thursday,20.0
BIDU,Short,2014-10-06,219.21,206.67,2014-10-10,5.72,Communication Services,2014,10,Monday,4.0
USO,Long,2014-10-08,32.8,28.2,2014-11-13,-14.02,Commodities,2014,10,Wednesday,36.0
DVN,Long,2014-10-08,62.67,58.17,2014-10-17,-7.18,Energy,2014,10,Wednesday,9.0
DRYS,Long,2014-10-09,1.85,1.87,2014-10-17,1.08,Industrials,2014,10,Thursday,8.0
S,Long,2014-10-10,6.0,4.7,2014-11-06,-21.67,Technology,2014,10,Friday,27.0
ADBE,Long,2014-10-10,61.41,64.54,2014-10-21,5.1,Technology,2014,10,Friday,11.0
FEYE,Long,2014-10-13,24.95,29.15,2014-10-16,16.83,Equity / Other,2014,10,Monday,3.0
Z,Long,2014-10-13,100.5,110.26,2014-10-21,9.71,Communication Services,2014,10,Monday,8.0
SCTY,Long,2014-10-13,49.8,55.05,2014-10-21,10.54,Technology,2014,10,Monday,8.0
TAN,Long,2014-10-14,33.35,37.15,2014-10-17,12.07,Equity / Other,2014,10,Tuesday,3.0
DD,Long,2014-10-14,65.6,68.25,2014-10-21,4.04,Basic Materials,2014,10,Tuesday,7.0
PEIX,Long,2014-10-15,9.55,11.75,2014-10-16,23.04,Equity / Other,2014,10,Wednesday,1.0
DAL,Long,2014-10-15,32.66,32.38,2014-10-15,-0.86,Industrials,2014,10,Wednesday,0.0
SPY,Long,2014-10-15,186.4,192.21,2014-10-23,3.12,Index ETF,2014,10,Wednesday,8.0
WFC,Long,2014-10-15,47.91,50.03,2014-10-24,4.43,Financial Services,2014,10,Wednesday,9.0
FB,Short,2014-10-21,77.5,73.5,2014-10-28,5.16,Equity / Other,2014,10,Tuesday,7.0
BAX,Long,2014-10-21,68.55,69.37,2014-11-04,1.16,Healthcare,2014,10,Tuesday,14.0
LUV,Short,2014-10-22,34.78,32.68,2014-10-23,6.04,Industrials,2014,10,Wednesday,1.0
DIS,Long,2014-10-22,88.4,100.78,2015-02-04,-14.0,Communication Services,2014,10,Wednesday,105.0
QQQ,Short,2014-10-23,104.3,104.35,2015-08-21,-0.047938639,Index ETF,2014,10,Thursday,302.0
IBB,Short,2014-10-24,327.0,342.5,2015-03-25,-4.74,Equity / Other,2014,10,Friday,152.0
UNG,Long,2014-10-28,19.13,20.62,2014-11-04,7.7,Commodities,2014,10,Tuesday,7.0
JPM,Short,2014-10-28,59.3,58.8,2014-12-15,0.84,Financial Services,2014,10,Tuesday,48.0
IWM,Short,2014-10-28,114.05,113.95,2014-12-15,0.01,Index ETF,2014,10,Tuesday,48.0
INTC,Short,2014-10-28,33.55,36.85,2014-11-26,-9.84,Technology,2014,10,Tuesday,29.0
SLV,Long,2014-10-31,15.21,16.36,2014-12-09,7.56,Equity / Other,2014,10,Friday,39.0
SDRL,Long,2014-11-04,20.45,22.12,2014-11-07,8.17,Energy,2014,11,Tuesday,3.0
TRV,Short,2014-11-05,101.55,100.95,2015-04-22,0.59,Financial Services,2014,11,Wednesday,168.0
YHOO,Short,2014-11-07,48.15,47.75,2015-01-13,0.83,Technology,2014,11,Friday,67.0
VXX,Long,2014-11-10,28.0,33.25,2014-12-11,18.75,Leveraged ETF,2014,11,Monday,31.0
WHR,Long,2014-11-12,175.0,179.5,2015-04-28,-2.57,Consumer Cyclical,2014,11,Wednesday,167.0
MMM,Short,2014-11-13,158.45,156.1,2014-12-15,1.48,Industrials,2014,11,Thursday,32.0
CRR,Long,2014-11-14,42.67,43.12,2014-12-22,1.06,Equity / Other,2014,11,Friday,38.0
LAKE,Long,2014-11-18,10.7,12.2,2014-11-25,14.02,Consumer Cyclical,2014,11,Tuesday,7.0
CREE,Long,2014-11-20,34.96,35.71,2014-12-01,2.13,Equity / Other,2014,11,Thursday,11.0
FXY,Long,2014-11-20,82.39,83.86,2014-12-16,1.79,Equity / Other,2014,11,Thursday,26.0
CELG,Short,2014-11-25,111.0,106.75,2014-12-23,3.83,Healthcare,2014,11,Tuesday,28.0
ICLD,Long,2014-11-26,2.72,3.25,2015-05-04,19.49,Technology,2014,11,Wednesday,159.0
USO,Long,2014-11-28,25.6,23.31,2014-12-10,-8.95,Commodities,2014,11,Friday,12.0
