Symbol,Long/Short,Entry Date,Average Entry Price,Exit Price,Exit Date,Profit %
LEVI,Long,5/25/2023,$12.85 ,$14.01 ,6/6/2023,9.03%
JD,Long,5/31/2023,$31.60 ,$34.66 ,6/1/2023,9.68%
DKS,Short,4/11/2023,$139.40 ,$124.30 ,5/23/2023,10.83%
ZM,Long,5/9/2023,$62.87 ,$68.72 ,5/18/2023,9.31%
DISH,Long,5/12/2023,$6.09 ,$6.92 ,5/17/2023,13.63%
XOM,Short,4/4/2023,$116.65 ,$103.85 ,5/16/2023,10.97%
JD,Long,4/25/2023,$33.70 ,$38.00 ,5/15/2023,12.86%
AEM,Short,4/12/2023,$58.10 ,$56.22 ,5/12/2023,3.24%
ZSL,Long,4/13/2023,$15.90 ,$18.15 ,5/11/2023,15.15%
SBUX,Short,4/27/2023,$116.65 ,$103.95 ,5/3/2023,6.90%
T,Short,10/27/2022,$18.62*,$17.06*,5/2/2023,8.38%
BAX,Long,3/8/2023,$39.25 ,$43.20 ,4/13/2023,10.06%
AMGN,Long,3/1/2023,$231.25 ,$253.05 ,4/5/2023,9.43%
SLV,Long,2/15/2023,$19.78 ,$22.15 ,3/31/2023,11.98%
BABA,Long,2/23/2023,$86.03*,$95.53*,3/28/2023,11.04%
SBNY,Long,3/9/2023,$91.00 ,$0.58 ,3/28/2023,-99.95%
UCO,Long,3/15/2023,$21.27 ,$23.82 ,3/22/2023,11.99%
GLD,Long,2/17/2023,$16.46 ,$18.16 ,3/17/2023,10.33%
GDX,Long,2/24/2023,$26.75 ,$30.07 ,3/17/2023,11.04%
XOM,Short,10/6/2022,$110.58*,$100.45 ,3/15/2023,9.16%
AAL,Short,1/11/2023,$16.07*,$14.50*,3/14/2023,10.83%
ING,Short,1/13/2023,$13.73 ,$12.28 ,3/13/2023,10.56%
CAT,Short,11/23/2022,$249.00*,$225.25*,3/13/2023,10.75%
TSLA,Short,1/30/2023,$197.53*,$171.47*,3/10/2023,13.19%
VIXY,Long,1/13/2023,$9.22*,$11.15*,3/10/2023,20.93%
SDS,Long,1/11/2023,$40.49*,$45.63*,3/10/2023,11.87%
DXD,Long,11/8/2022,$42.25*,$46.96*,3/10/2023,11.15%
GRND,Long,11/30/2022,$5.90 ,$7.05 ,3/6/2023,19.49%
BOIL,Long,1/13/2023,$6.07*,$6.52*,2/27/2023,7.41%
NFLX,Short,1/26/2023,$368.68 ,$324.68 ,2/23/2023,11.94%
AMD,Short,2/1/2023,$85.01 ,$78.11 ,2/17/2023,8.12%
COIN,Short,2/2/2023,$75.50*,$63.30*,2/9/2023,16.15%
AMZN,Long,9/16/2022,$105.82*,$109.35*,2/2/2023,3.90%
IQ,Long,3/25/2021,$7.93*,$7.80*,2/2/2023,-1.64%
TLRY,Long,12/15/2022,$3.18 ,$3.52 ,2/2/2023,10.69%
SNOW,Long,12/16/2022,$139.41 ,$156.85 ,1/27/2023,12.51%
TSLA,Long,12/21/2022,$120.33*,$137.33*,1/18/2023,14.30%
ZIM,Long,1/5/2023,$16.84 ,$18.52 ,1/18/2023,9.98%
ZM,Long,12/27/2022,$65.49 ,$71.20 ,1/18/2023,8.72%
CRWD,Long,12/27/2022,$101.55 ,$107.05 ,1/18/2023,5.42%
TDOC,Long,12/20/2022,$25.82 ,$28.52 ,1/18/2023,10.46%
BOIL,Long,1/10/2023,$11.15*,$12.90*,1/12/2023,15.70%
TLT,Long,12/27/2022,$100.52*,$107.35*,1/12/2023,6.80%
EWZ,Long,12/19/2022,$26.70 ,$30.00 ,1/12/2023,12.36%
PYPL,Long,12/12/2022,$73.44 ,$80.14 ,1/12/2023,9.12%
GLD,Long,5/10/2022,$164.65*,$176.65 ,1/12/2023,7.29%
RSX,Long,3/1/2022,$8.02 ,$0.00 ,1/12/2023,-100.00%
ARKK,Long,12/27/2022,$30.10 ,$33.27 ,1/10/2023,10.53%
SOFI,Long,11/29/2022,$4.47 ,$5.09 ,1/10/2023,13.87%
CRM,Long,12/6/2022,$133.20 ,$146.10 ,1/9/2023,9.68%
BOIL,Long,1/6/2023,$11.43 ,$13.36 ,1/9/2023,16.89%
WDC,Long,12/16/2022,$31.93 ,$35.55 ,1/6/2023,11.34%
BX,Long,12/20/2022,$73.15 ,$78.85 ,1/6/2023,7.79%
GDX,Long,7/5/2022,$26.52 ,$31.42 ,1/6/2023,18.48%
CVNA,Short,9/16/2024,$209.25 ,$204.75 ,12/30/2024,2.15%
BITI,Long,12/16/2024,$20.98 ,$24.09 ,12/20/2024,14.82%
KRE,Short,11/6/2024,$66.65 ,$60.35 ,12/19/2024,9.45%
VXX,Long,12/4/2024,$41.68 ,$50.40 ,12/18/2024,20.92%
MVIS,Long,12/18/2024,$0.84 ,$1.06 ,12/18/2024,26.95%
IMMR,Long,12/12/2024,$8.80 ,$10.70 ,12/17/2024,21.60%
FCEL,Long,12/10/2024,$11.00 ,$13.30 ,12/11/2024,20.91%
CAVA,Short,8/23/2024,$149.00 ,$127.00 ,12/10/2024,14.77%
BITI,Long,11/12/2024,$24.12 ,$24.54 ,11/26/2024,1.74%
SEDG,Long,11/15/2024,$10.75 ,$12.07 ,11/22/2024,12.28%
WOLF,Long,11/19/2024,$6.35 ,$7.50 ,11/22/2024,18.11%
KOLD,Long,11/21/2024,$52.75 ,$58.55 ,11/22/2024,11.00%
MSTR,Short,11/21/2024,$541.00 ,$477.00 ,11/21/2024,11.83%
NU,Short,8/20/2024,$14.49 ,$13.35 ,11/19/2024,7.87%
LLY,Short,1/9/2024,$725.13 ,$720.00 ,11/18/2024,0.71%
ENPH,Long,11/12/2024,$59.80 ,$66.03 ,11/14/2024,10.42%
SSYS,Long,7/12/2024,$8.91 ,$10.31 ,11/13/2024,15.71%
GDX,Short,4/9/2024,$38.20 ,$36.50 ,11/11/2024,4.50%
TIGR,Long,10/25/2024,$6.15 ,$7.41 ,11/7/2024,20.49%
SEDG,Long,11/6/2024,$13.27 ,$15.07 ,11/7/2024,13.56%
WBD,Long,11/5/2024,$8.17 ,$9.30 ,11/7/2024,13.83%
FSLY,Long,11/5/2024,$7.30 ,$8.02 ,11/6/2024,9.86%
SEDG,Long,10/22/2024,$16.30 ,$18.80 ,11/4/2024,15.34%
VST,Short,10/16/2024,$135.75 ,$115.00 ,11/4/2024,15.29%
MSTR,Short,10/29/2024,$265.00 ,$225.00 ,10/30/2024,15.09%
JKS,Long,10/17/2024,$20.20 ,$23.60 ,10/25/2024,16.83%
SOXS,Long,9/25/2024,$19.02 ,$20.88 ,10/15/2024,9.78%
KWEB,Short,9/27/2024,$36.83 ,$32.63 ,10/15/2024,11.40%
WOLF (Half),Long,7/31/2024,$12.00 ,$15.30 ,10/15/2024,27.50%
WOLF (Half),Long,7/31/2024,$12.00 ,$12.00 ,10/11/2024,0%
VST,Short,10/3/2024,$133.50 ,$116.70 ,10/11/2024,12.58%
KOLD,Long,9/20/2024,$56.50 ,$67.60 ,10/10/2024,19.65%
KOLD,Long,9/20/2024,$56.50 ,$65.10 ,10/9/2024,15.22%
IQ,Long,7/30/2024,$2.64 ,$3.12 ,9/27/2024,18.41%
BIDU,Long,7/19/2024,$89.35 ,$101.45 ,9/26/2024,13.54%
BABA,Long,5/23/2024,$79.46 ,$95.00 ,9/24/2024,19.56%
SOXS,Long,9/19/2024,$20.99 ,$23.40 ,9/20/2024,11.48%
CVNA,Short,8/16/2024,$152.05 ,$126.45 ,9/10/2024,16.84%
JPM,Short,8/26/2024,$219.28 ,$201.70 ,9/10/2024,8.06%
VXX,Long,8/13/2024,$46.81 ,$52.50 ,9/4/2024,12.16%
SOXS,Long,8/14/2024,$23.07 ,$25.80 ,9/4/2024,11.84%
ANF,Short,8/16/2024,$167.00 ,$149.75 ,8/28/2024,10.32%
ZM,Long,5/6/2024,$59.17 ,$65.77 ,8/22/2024,11.15%
INTC,Long,8/2/2024,$20.01 ,$21.03 ,8/15/2024,5.10%
EWZ,Long,6/3/2024,$28.64 ,$30.36 ,8/15/2024,6.01%
F,Long,8/5/2024,$9.81 ,$10.50 ,8/15/2024,7.03%
QCOM,Long,8/1/2024,$156.82 ,$169.85 ,8/14/2024,8.31%
MU,Long,7/25/2024,$94.32 ,$100.85 ,8/14/2024,6.92%
NKE,Long,7/24/2024,$72.23 ,$78.85 ,8/13/2024,9.17%
BOIL,Long,7/26/2024,$9.00 ,$10.06 ,8/7/2024,11.78%
CRWD,Long,8/2/2024,$208.45 ,$240.45 ,8/7/2024,15.35%
ARM,Long,8/5/2024,$101.75 ,$117.50 ,8/6/2024,15.48%
AVGO,Long,8/5/2024,$130.77 ,$144.25 ,8/5/2024,10.31%
AMD,Long,8/5/2024,$121.70 ,$134.35 ,8/5/2024,10.39%
SMCI,Long,8/5/2024,$536.00 ,$592.25 ,8/5/2024,10.49%
SOXL,Long,8/5/2024,$23.85 ,$28.40 ,8/5/2024,19.08%
CAT,Short,3/15/2024,$346.39 ,$307.10 ,8/5/2024,11.34%
AXP,Short,3/21/2024,$242.75 ,$222.00 ,8/5/2024,8.55%
SQQQ,Long,11/8/2023,$15.55 ,$11.73 ,8/5/2024,-24.56%
RCL,Short,4/29/2024,$148.90 ,$132.00 ,8/5/2024,11.35%
KRE,Short,7/17/2024,$56.95 ,$51.65 ,8/5/2024,9.31%
CVNA,Short,7/29/2024,$135.00 ,$123.00 ,8/5/2024,8.89%
SDS,Long,11/6/2023,$34.41 ,$25.75 ,8/5/2024,-25.16%
SPXS,Long,11/20/2023,$10.96 ,$9.23 ,8/5/2024,-15.78%
SMCI,Short,1/19/2024,$516.32 ,$561.50 ,8/5/2024,-8.75%
VIXY,Long,11/1/2023,$16.89 ,$15.65 ,8/2/2024,-7.34%
VXX,Long,2/14/2024,$53.24 ,$58.77 ,8/2/2024,10.39%
QID,Long,6/11/2024,$41.49 ,$44.19 ,8/2/2024,6.51%
KLAC,Short,5/24/2024,$780.72 ,$700.00 ,8/2/2024,10.34%
ANF,Short,5/10/2024,$158.50 ,$141.00 ,8/1/2024,11.04%
TLT,Long,8/1/2024,$88.05 ,$95.65 ,8/1/2024,8.63%
AMD,Long,7/25/2024,$137.50 ,$151.50 ,7/31/2024,10.18%
BMY,Long,5/24/2024,$41.25 ,$48.35 ,7/26/2024,17.21%
HPE,Short,6/13/2024,$21.80 ,$19.54 ,7/25/2024,10.37%
SOXS,Long,6/5/2024,$22.10 ,$25.32 ,7/24/2024,14.57%
TSLA,Short,7/2/2024,$247.80 ,$221.80 ,7/24/2024,10%
SCO,Long,6/10/2024,$15.96 ,$17.16 ,7/23/2024,7.52%
BOIL,Long,7/15/2024,$10.65 ,$11.82 ,7/22/2024,10.99%
CRWD,Short,12/15/2023,$337.95 ,$275.00 ,7/19/2024,18.63%
DPZ,Short,4/29/2024,$535.50 ,$416.20 ,7/18/2024,22.28%
META,Short,5/8/2024,$505.25 ,$468.75 ,7/17/2024,7.23%
U,Long,6/18/2024,$16.30 ,$18.30 ,7/17/2024,12.27%
WOLF,Long,6/25/2024,$21.84 ,$25.24 ,7/11/2024,15.57%
BIDU,Long,6/17/2024,$91.22 ,$100.52 ,7/10/2024,10.20%
INTC,Long,4/25/2024,$31.95 ,$35.20 ,7/9/2024,10.17%
CMG,Short,6/26/2024,$65.97 ,$59.30 ,7/8/2024,10.11%
KOLD,Long,6/10/2024,$35.40 ,$40.50 ,6/10/2024,14.12%
DELL,Short,5/15/2024,$154.00 ,$143.00 ,5/30/2024,7.14%
CRM,Short,2/1/2023,$230.04 ,$213.04 ,5/30/2024,7.39%
KOLD,Long,5/15/2024,$44.20 ,$49.00 ,5/29/2024,10.86%
SBUX,Long,5/1/2024,$73.45 ,$78.05 ,5/20/2024,6.26%
BA,Long,4/15/2024,$169.50 ,$188.20 ,5/20/2024,11.03%
BABA,Long,10/3/2023,$80.64 ,$88.35 ,5/17/2024,9.56%
VFS,LONG,4/19/2024,$2.60 ,$3.05 ,5/6/2024,17.31%
UNG,LONG,3/12/2024,$15.29 ,$15.75 ,5/2/2024,3.01%
BIIB,LONG,4/15/2024,$197.93 ,$217.43 ,4/29/2024,9.95%
NIO,LONG,4/15/2024,$3.91 ,$4.52 ,4/26/2024,15.60%
AMD,LONG,4/19/2024,$148.50 ,$158.25 ,4/26/2024,6.57%
META,Short,11/18/2023,$418.40 ,$404.50 ,4/24/2024,3.35%
TSLA,LONG,4/22/2024,$139.95 ,$156.05 ,4/23/2024,11.50%
LULU,LONG,4/16/2024,$333.50 ,$360.00 ,4/22/2024,7.95%
QID,Long,2/1/2024,$49.85 ,$50.65 ,4/19/2024,1.67%
UBER,Short,11/29/2023,$70.53 ,$68.65 ,4/19/2024,2.67%
AVGO,Short,12/12/2023,"$1,246.66 ","$1,222.50 ",4/19/2024,1.94%
SOXS,Short,11/14/2023,$48.00 ,$46.50 ,4/19/2024,-3.12%
COIN,Short,3/4/2024,$264.66 ,$208.80 ,4/16/2024,11%
ANF,Short,1/30/2024,$110.41 ,$109.65 ,4/16/2024,0.69%
JPM,Short,12/20/2024,$184.73 ,$180.45 ,4/16/2024,2.32%
VLO,Short,4/5/2024,$184.00 ,$170.05 ,4/15/2024,8.20%
KWEB,Long,2/20/2024,$24.85 ,$27.50 ,3/13/2024,5%
NEM,Long,1/17/2024,$34.19 ,$34.50 ,3/8/2024,5.60%
GDX,Long,6/29/2023,$28.95 ,$29.70 ,3/7/2024,1%
GOLD,Long,2/2/2024,$14.69 ,$15.44 ,3/4/2024,5.11%
UNG,Long,1/18/2024,$18.06*,$17.68 ,3/4/2024,-2.11%
V,Short,1/18/2024,$267.81*,$279.15 ,3/4/2024,-4.23%
SLV,Long,12/8/2023,$21.19 ,$21.75 ,3/4/2024,2.64%
MCD,Short,11/24/2023,$281.98 ,$315.00 ,3/4/2024,-2.84%
GLD,Long,6/27/2023,$177.47*,$193.21 ,3/1/2024,8.87%
PANW,Short,1/10/2024,$336.30*,$324.30 (First Half),2/20/2024,3.57%
PANW,Short,1/10/2024,$336.30*,$310.30 (Second Half),2/20/2024,7.73%
KWEB,Long,1/10/2024,$23.99 ,$25.92 ,2/16/2024,8.05%
IWM,Long,1/29/2024,$196.97 ,$204.07 ,2/15/2024,4.13%
VXX,Long,1/18/2024,$14.48*,$15.55*,2/13/2024,7.39%
TRV,Short,1/19/2024,$213.86 ,$214.85 ,2/9/2024,-0.46%
WBA,Long,1/18/2024,$21.93 ,$22.24 ,2/9/2024,1.41%
HSY,Long,10/12/2023,$191.06 ,$199.25 ,2/5/2024,4.29%
SE,Long,1/31/2024,$38.45 ,$42.07 ,2/2/2024,9.41%
VXX,Long,1/18/2024,$14.87 ,$15.02 ,1/31/2024,1.01%
BA,Long,1/25/2024,$199.93 ,$210.15 ,1/31/2024,5.11%
AMD,Short,1/24/2024,$178.07 ,$174.11 ,1/30/2024,2.22%
BA,Long,1/16/2024,$206.20*,$217.13 ,1/24/2024,5.30%
UNG,Long,1/18/2024,$20.80*,$21.15 ,1/24/2024,1.68%
SMCI,Short,1/19/2024,$430.25*,$418.75 ,1/22/2024,2.67%
TBT,Long,12/6/2023,$32.77 ,$34.15 ,1/19/2024,4.21%
UPST,Long,1/16/2024,$29.97 ,$32.88 ,1/19/2024,9.71%
BA,Long,1/16/2024,$206.20*,$212.20 ,1/18/2024,2.19%
AFRM,Short,12/4/2023,$46.12*,$39.60 ,1/17/2024,14.14%
VXX,Long,1/9/2024,$14.88*,$16.08 ,1/17/2024,8.06%
BITI,Long,1/11/2024,$11.17 ,$12.07 ,1/11/2024,8.06%
BA,Short,11/20/2023,$238.15*,$227.00 ,1/8/2024,4.68%
UNG,Long,11/17/2023,$5.01*,$5.71 ,1/4/2024,13.97%
SQ,Short,12/14/2023,$74.75 ,$66.95 ,1/4/2024,10.43%
SOXS,Long,6/2/2025,$67.20 ,$49.70 ,3/30/2026,-26.04%
SDS,Long,5/1/2025,$88.20 ,$78.10 ,3/27/2026,-11.45%
QID,Long,4/29/2025,$29.05 ,$23.90 ,3/27/2026,-17.72%
ORCL,Long,11/7/2025,$163.97 ,$170.33 ,3/11/2026,3.88%
VXX,Long,5/12/2025,$43.86 ,$35.70 ,3/6/2026,-18.60%
JPM,Short,5/15/2025,$293.89 ,$284.15 ,3/6/2026,3.31%
GS,Short,9/17/2025,$872.03 ,$838.50 ,3/2/2026,3.85%
GM,Short,12/10/2025,$83.33 ,$78.53 ,2/23/2026,5.76%
GOOGL,Short,9/11/2025,$303.00 ,$298.00 ,2/17/2026,1.65%
AXP,Short,8/29/2025,$342.45 ,$336.35 ,2/13/2026,1.78%
SQQQ,Long,11/28/2025,$69.00 ,$78.05 ,,13.12%
AVGO,Short,6/2/2025,$309.55 ,$296.55 ,2/4/2026,4.20%
HOOD,Short,5/13/2025,$88.68 ,$89.88 ,2/2/2026,-1.35%
ZSL,Long,12/23/2025,$2.66 ,$2.30 ,1/30/2026,-13.53%
PLTR,Short,12/5/2025,$180.50 ,$151.85 ,1/29/2026,15.87%
PFE,Long,10/9/2025,$24.14 ,$26.63 ,1/27/2026,10.31%
MSTR,Long,11/19/2025,$167.69 ,$182.05 ,1/14/2026,8.56%
FMC,Long,11/4/2025,$13.75 ,$15.50 ,1/12/2026,12.73%
NFLX,Short,11/20/2023,$82.00 ,$88.40 ,1/9/2026,-7.34%
CVNA,Short,12/5/2025,$455.00 ,$406.00 ,1/2/2026,10.77%
ZSL*,Long,12/23/2025,$4.85 ,$5.30 ,12/31/2025,9.28%
ZSL*,Long,12/23/2025,$5.17 ,$5.42 ,12/29/2025,4.84%
CAVA,Long,10/23/2025,$55.98 ,$58.05 ,12/22/2025,3.70%
AAPL,Short,12/2/2025,$283.75 ,$268.25 ,12/18/2025,5.46%
CMG,Long,9/9/2025,$35.63 ,$37.25 ,12/17/2025,4.55%
ORCL*,Long,11/7/2025,$211.40 ,$224.60 ,12/10/2025,6.24%
RGTI,Long,11/13/2025,$23.92 ,$27.70 ,12/4/2025,15.80%
CRCL,Long,11/17/2025,$72.00 ,$80.03 ,11/28/2025,11.15%
OKLO,Long,11/25/2025,$82.45 ,$92.45 ,11/28/2025,12.13%
OKLO,Long,11/21/2025,$82.85 ,$92.25 ,11/24/2025,11.35%
CRWD,Short,11/12/2025,$547.00 ,$488.00 ,11/21/2025,10.79%
SQQQ,Long,9/18/2025,$69.15 ,$83.00 ,11/21/2025,20.03%
MU,Short,10/1/2025,$221.47 ,$208.47 ,11/20/2025,5.87%
PLTR,Short,8/26/2025,$176.54 ,$158.00 ,11/20/2025,10.05%
MSFT,Short,5/8/2025,$511.85 ,$478.65 ,11/20/2025,6.49%
SNDK,Short,9/22/2025,$180.48 ,$193.00 ,11/20/2025,-6.93%
COST,Short,1/12/2024,$877.73 ,$874.50 ,11/19/2025,0.37%
CLS,Short,10/28/2025,$335.05 ,$297.05 ,11/13/2025,11.34%
SQQQ*,Long,9/18/2025,$13.83 ,$14.83 ,11/6/2025,7.23%
CVNA,Short,4/28/2025,$331.33 ,$283.00 ,11/7/2025,14.59%
META,Short,5/2/2025,$716.45 ,$672.65 ,10/30/2025,6.11%
ORCL,Short,6/13/2025,$294.38 ,$263.00 ,10/30/2025,10.66%
DUST,Long,9/3/2025,$13.41 ,$12.61 ,10/27/2025,-5.97%
RCL,Short,6/6/2025,$332.17 ,$298.50 ,10/17/2025,10.14%
OKLO,Short,10/14/2025,$182.98 ,$165.50 ,10/15/2025,9.55%
ANET,Short,9/11/2025,$155.59 ,$137.25 ,10/14/2025,11.77%
SQQQ,Long,9/18/2025,$15.34 ,$16.50 ,10/10/2025,7.56%
CVNA,Short,4/28/2025,$331.33 ,$321.33 ,10/10/2025,3.00%
STX*,Short,9/18/2025,$235.41 ,$215.00 ,10/10/2025,6.90%
STX*,Short,9/18/2025,$235.41 ,$223.25 ,10/7/2025,5.12%
APP,Short,9/11/2025,$624.50 ,$565.00 ,10/6/2025,7.13%
PFE,Long,9/28/2023,$27.69 ,$27.63 ,10/3/2025,15.70%
OKLO*,Short,9/19/2025,$132.00 ,$117.50 ,9/25/2025,10.99%
OKLO*,Short,9/19/2025,$132.00 ,$127.50 ,9/24/2025,3.41%
MSFT,Short,5/8/2025,$511.85 ,$506.00 ,9/17/2025,1.14%
RCL*,Short,6/6/2025,$332.17 ,$325.50 ,9/16/2025,2.01%
BIIB,Long,3/19/2025,$130.59 ,$145.69 ,9/11/2025,11.56%
BIDU,Long,7/16/2025,$87.45 ,$97.45 ,9/3/2025,11.44%
ADP,Short,5/19/2025,$322.75 ,$296.25 ,9/3/2025,8.21%
IBIT,Short,7/10/2025,$67.60 ,$62.27 ,8/26/2025,9.08%
PLTR,Short,5/8/2025,$158.98 ,$146.30*,8/20/2025,7.98%
MP,Short,7/16/2025,$73.50 ,$67.20 ,8/19/2025,8.57%
CNC,Long,8/5/2025,$26.07 ,$28.25 ,8/15/2025,8.36%
SRPT,Long,8/6/2025,$16.08 ,$20.20 ,8/13/2025,25.62%
CRWD,Short,5/28/2025,$468.70 ,$428.70 ,8/7/2025,8.53%
AMD,Short,7/29/2025,$180.35 ,$160.65 ,8/6/2025,10.92%
RBLX,Short,7/16/2025,$140.08 ,$127.50 ,8/1/2025,8.98%
COIN,Short,6/25/2025,$407.67 ,$347.25 ,7/31/2025,14.82%
SPOT,Short,5/27/2025,$693.95 ,$625.00 ,7/29/2025,9.94%
SRPT,Long,6/12/2025,$16.22 ,$22.50 ,7/28/2025,38.72%
COIN*,Short,6/25/2025,$407.67 ,$375.95 ,7/28/2025,7.78%
WRD,Long,7/8/2025,$8.30 ,$10.01 ,7/23/2025,20.60%
SRPT*,Long,6/12/2025,$23.26 ,$25.73 ,7/16/2025,10.62%
MU,Short,6/24/2025,$127.35 ,$115.97 ,7/16/2025,8.94%
BIDU,Long,5/22/2025,$84.60 ,$94.01 ,7/15/2025,11.12%
TNA,Long,7/1/2025,$33.41 ,$37.96 ,7/10/2025,13.62%
PGR,Short,4/15/2025,$279.50 ,$247.50 ,7/10/2025,11.45%
CRCL,Short,6/20/2025,$264.83 ,$202.50 ,6/25/2025,23.54%
CVNA,Short,4/28/2025,$311.39 ,$296.39 ,6/13/2025,4.82%
SRPT,Long,5/7/2025,$37.06 ,$42.72 ,6/6/2025,15.27%
ENPH,Long,5/22/2025,$37.75 ,$42.55 ,6/3/2025,12.72%
SOXS,Long,5/29/2025,$11.57 ,$13.57 ,5/30/2025,17.29%
SOXS,Long,5/13/2025,$11.44 ,$14.05 ,5/23/2025,22.81%
WRD*,Long,3/24/2025,$9.61 ,$11.00 ,5/21/2025,14.06%
BIDU,Long,3/31/2025,$85.90 ,$94.90 ,5/21/2025,10.48%
WRD*,Long,3/24/2025,$9.61 ,$9.77 ,5/12/2025,1.67%
DECK,Long,2/4/2025,$137.02 ,$133.02 ,5/12/2025,-2.92%
TTD,Long,2/20/2025,$59.91 ,$135.49 ,5/8/2025,6.25%
PLTR,Short,4/28/2025,$118.00 ,$106.30 ,5/7/2025,9.92%
GOOGL,Long,3/31/2025,$146.17 ,$164.67 ,5/2/2025,12.66%
CRM,Long,4/4/2025,$242.50 ,$274.30 ,5/2/2025,13.11%
AMZN,Long,3/10/2025,$175.70 ,$191.00 ,5/2/2025,8.71%
EWZ,Long,4/21/2025,$25.15 ,$27.40 ,4/29/2025,8.95%
NVO,Long,4/17/2025,$57.40 ,$65.20 ,4/29/2025,13.59%
AMD,Long,4/16/2025,$85.35 ,$96.65 ,4/25/2025,13.24%
VRT,Long,3/28/2025,$69.88 ,$84.35 ,4/23/2025,20.71%
QLD,Long,4/8/2025,$68.00 ,$78.70 ,4/9/2025,15.74%
SOXL,Long,4/3/2025,$9.88 ,$10.93 ,4/9/2025,10.63%
AVGO,Long,3/27/2025,$155.75 ,$177.00 ,4/9/2025,13.64%
TNA,Long,4/4/2025,$20.00 ,$23.25 ,4/9/2025,16.25%
GS,Long,4/7/2025,$440.00 ,$495.00 ,4/9/2025,12.50%
RDDT,Long,4/4/2025,$88.00 ,$101.10 ,4/9/2025,14.88%
UAL,Long,4/3/2025,$59.05 ,$66.25 ,4/9/2025,12.19%
AAPL,Long,4/7/2025,$175.00 ,$193.00 ,4/9/2025,10.29%
MU,Long,4/3/2025,$67.70 ,$75.25 ,4/9/2025,11.15%
WRD,Long,3/24/2025,$11.45 ,$11.45 ,4/9/2025,0.00%
JPM,Long,4/4/2025,$212.00 ,$233.33 ,4/9/2025,10.06%
AVGO,Long,3/27/2025,$155.75 ,$166.00 ,4/8/2025,6.58%
QLD,Long,4/8/2025,$68.00 ,$77.00 ,4/8/2025,13.24%
CEG,Long,4/4/2025,$170.67 ,$190.50 ,4/8/2025,11.62%
APP,Long,4/7/2025,$201.00 ,$250.00 ,4/7/2025,24.38%
HOOD,Long,4/7/2025,$30.85 ,$36.85 ,4/7/2025,19.45%
PLTR,Long,4/7/2025,$67.95 ,$78.05 ,4/7/2025,14.86%
GS,Short,5/10/2024,$481.38 ,$494.60 ,4/4/2025,-2.75%
MSFT,Short,4/3/2023,$343.39 ,$362.65 ,4/4/2025,-5.61%
TLT,Long,10/29/2024,$88.12 ,$94.12 ,4/4/2025,6.81%
AAPL,Short,1/27/2023,$162.92 ,$187.45 ,4/4/2025,-15.05%
GDDY,Short,11/29/2023,$163.43 ,$163.83 ,4/4/2025,-0.24%
CVNA,Short,3/24/2025,$210.50 ,$186.95 ,4/3/2025,11.19%
UAL,Long,4/1/2025,$64.85 ,$71.25 ,4/2/2025,9.87%
KBH,Short,11/3/2023,$57.73 ,$56.25 ,3/24/2025,2.56%
CAVA,Long,3/7/2025,$80.50 ,$88.25 ,3/24/2025,9.63%
TSLA,Long,3/10/2025,$229.32 ,$263.08 ,3/24/2025,14.72%
CVNA,Long,3/7/2025,$174.35 ,$193.35 ,3/20/2025,10.90%
CEG,Long,3/6/2025,$203.19 ,$220.46 ,3/20/2025,8.50%
JPM,Long,3/13/2025,$224.58 ,$242.02 ,3/19/2025,8.02%
WRD,Long,3/4/2025,$17.15 ,$19.55 ,3/17/2025,13.99%
WMT,Short,9/4/2024,$84.25 ,$83.95 ,3/13/2025,0.36%
APP,Long,3/10/2025,$245.00 ,$280.00 ,3/12/2025,14.29%
RDDT,Long,3/10/2025,$114.85 ,$132.50 ,3/12/2025,15.37%
BIIB,Long,11/14/2024,$142.53 ,$156.75 ,3/10/2025,9.98%
UAL,Short,9/26/2024,$65.69 ,$68.49 ,3/10/2025,-4.26%
MA,Short,1/30/2025,$572.00 ,$535.50 ,3/10/2025,6.38%
CELH,Long,2/28/2025,$25.73 ,$29.05 ,3/10/2025,12.90%
DG,Long,8/29/2024,$83.40 ,$84.00 ,3/10/2025,0.72%
WOLF,Long,2/26/2025,$5.36 ,$6.07 ,3/7/2025,13.25%
META,Short,9/19/2024,$653.00 ,$601.00 ,3/7/2025,7.86%
AXP,Short,8/16/2024,$291.00 ,$275.60 ,3/6/2025,5.29%
APP,Short,10/14/2024,$217.60 ,$262.60 ,3/6/2025,-20.60%
QID,Long,8/13/2024,$35.25 ,$36.34 ,3/6/2025,3.08%
SDS,Long,8/14/2024,$20.55 ,$21.11 ,3/6/2025,2.64%
SMCI,Long,3/3/2025,$35.00 ,$39.15 ,3/4/2025,11.86%
CAT,Short,8/30/2024,$371.45 ,$323.00 ,3/4/2025,13.04%
RCL,Short,9/17/2024,$224.35 ,$225.00 ,3/4/2025,-0.29%
PLTR,Short,10/9/2024,$70.80 ,$78.80 ,2/28/2025,-11.29%
NIO,Long,1/16/2025,$4.17 ,$5.03 ,2/27/2025,20.62%
OKLO,Long,2/25/2025,$30.94 ,$35.50 ,2/26/2025,14.74%
JPM,Short,2/6/2025,$274.00 ,$256.70 ,2/25/2025,6.31%
HOOD,Short,1/21/2025,$52.77 ,$48.77 ,2/24/2025,7.58%
